,AÑO,MES,DIA,Fecha_Foto,PAX_ESTANCIAS
451,2023.0,7.0,1.0,15-02-2024,1305.7017064438107
452,2023.0,7.0,2.0,15-02-2024,1197.26081283399
453,2023.0,7.0,3.0,15-02-2024,1052.811390520122
454,2023.0,7.0,4.0,15-02-2024,1174.7909282871235
455,2023.0,7.0,5.0,15-02-2024,1145.3104896229963
456,2023.0,7.0,6.0,15-02-2024,1226.2899455898505
457,2023.0,7.0,7.0,15-02-2024,1300.0684623484071
458,2023.0,7.0,8.0,15-02-2024,1314.9753816377786
459,2023.0,7.0,9.0,15-02-2024,1218.8776601781076
460,2023.0,7.0,10.0,15-02-2024,1250.4130074720385
461,2023.0,7.0,11.0,15-02-2024,1156.0813467339324
462,2023.0,7.0,12.0,15-02-2024,1280.6081560118178
463,2023.0,7.0,13.0,15-02-2024,1537.1985539083269
464,2023.0,7.0,14.0,15-02-2024,1346.2041977272522
465,2023.0,7.0,15.0,15-02-2024,1499.2712171864362
466,2023.0,7.0,16.0,15-02-2024,1447.9383157857214
467,2023.0,7.0,17.0,15-02-2024,1513.2720054430056
468,2023.0,7.0,18.0,15-02-2024,1560.0293174511278
469,2023.0,7.0,19.0,15-02-2024,1588.0956936145576
470,2023.0,7.0,20.0,15-02-2024,1547.706798446612
471,2023.0,7.0,21.0,15-02-2024,1610.6030030770137
472,2023.0,7.0,22.0,15-02-2024,1563.6713941764117
473,2023.0,7.0,23.0,15-02-2024,1416.3349201041299
474,2023.0,7.0,24.0,15-02-2024,1371.3974585725164
475,2023.0,7.0,25.0,15-02-2024,1404.9376178591297
476,2023.0,7.0,26.0,15-02-2024,1409.070147220377
477,2023.0,7.0,27.0,15-02-2024,1656.0504720165561
478,2023.0,7.0,28.0,15-02-2024,1476.7684904291768
479,2023.0,7.0,29.0,15-02-2024,1376.6534585131762
480,2023.0,7.0,30.0,15-02-2024,1150.136367152062
481,2023.0,7.0,31.0,15-02-2024,1300.8862617680957
482,2023.0,8.0,1.0,15-02-2024,1391.547260156413
483,2023.0,8.0,2.0,15-02-2024,1421.2917497239387
484,2023.0,8.0,3.0,15-02-2024,1386.483724395609
485,2023.0,8.0,4.0,15-02-2024,1546.1287680041667
486,2023.0,8.0,5.0,15-02-2024,1638.8240644466327
487,2023.0,8.0,6.0,15-02-2024,1474.4489058548359
488,2023.0,8.0,7.0,15-02-2024,1511.0438020273882
489,2023.0,8.0,8.0,15-02-2024,1525.4376525484074
490,2023.0,8.0,9.0,15-02-2024,1471.9264890864335
491,2023.0,8.0,10.0,15-02-2024,1512.7013636232011
492,2023.0,8.0,11.0,15-02-2024,1691.1948508345583
493,2023.0,8.0,12.0,15-02-2024,1778.1578800696586
494,2023.0,8.0,13.0,15-02-2024,1634.6631864618917
495,2023.0,8.0,14.0,15-02-2024,1698.4761093031686
496,2023.0,8.0,15.0,15-02-2024,1547.5911004455993
497,2023.0,8.0,16.0,15-02-2024,1538.6042140580062
498,2023.0,8.0,17.0,15-02-2024,1331.7574004459912
499,2023.0,8.0,18.0,15-02-2024,1568.244158474489
500,2023.0,8.0,19.0,15-02-2024,1388.029580713998
501,2023.0,8.0,20.0,15-02-2024,1431.2873791627444
502,2023.0,8.0,21.0,15-02-2024,1547.364753094703
503,2023.0,8.0,22.0,15-02-2024,1337.924770842442
504,2023.0,8.0,23.0,15-02-2024,1494.9349337051744
505,2023.0,8.0,24.0,15-02-2024,1355.5352220802013
506,2023.0,8.0,25.0,15-02-2024,1525.3091223650172
507,2023.0,8.0,26.0,15-02-2024,1617.8187545614135
508,2023.0,8.0,27.0,15-02-2024,1530.3673149473104
509,2023.0,8.0,28.0,15-02-2024,1492.8405718354898
510,2023.0,8.0,29.0,15-02-2024,1505.367861157345
511,2023.0,8.0,30.0,15-02-2024,1364.0007482402352
512,2023.0,8.0,31.0,15-02-2024,1225.760357054672
513,2023.0,9.0,1.0,15-02-2024,1542.425876527048
514,2023.0,9.0,2.0,15-02-2024,1288.684524594299
515,2023.0,9.0,3.0,15-02-2024,1038.0137433859895
516,2023.0,9.0,4.0,15-02-2024,1058.4132324790712
517,2023.0,9.0,5.0,15-02-2024,1122.4863075016397
518,2023.0,9.0,6.0,15-02-2024,1153.233222838062
519,2023.0,9.0,7.0,15-02-2024,1275.5165669285004
520,2023.0,9.0,8.0,15-02-2024,1323.6364604846729
521,2023.0,9.0,9.0,15-02-2024,1377.343149148554
522,2023.0,9.0,10.0,15-02-2024,1299.925807670319
523,2023.0,9.0,11.0,15-02-2024,1368.2903832852817
524,2023.0,9.0,12.0,15-02-2024,1348.39325725012
525,2023.0,9.0,13.0,15-02-2024,1393.735622832645
526,2023.0,9.0,14.0,15-02-2024,1389.5033740742517
527,2023.0,9.0,15.0,15-02-2024,1404.326855459687
528,2023.0,9.0,16.0,15-02-2024,1364.7876413276879
529,2023.0,9.0,17.0,15-02-2024,1292.826582869553
530,2023.0,9.0,18.0,15-02-2024,1182.099110261883
531,2023.0,9.0,19.0,15-02-2024,1237.2768431690783
532,2023.0,9.0,20.0,15-02-2024,1362.5838795974448
533,2023.0,9.0,21.0,15-02-2024,1287.658115386525
534,2023.0,9.0,22.0,15-02-2024,1263.5320492383921
535,2023.0,9.0,23.0,15-02-2024,1258.1220712442762
536,2023.0,9.0,24.0,15-02-2024,1269.2371233124334
537,2023.0,9.0,25.0,15-02-2024,1274.6011018708955
538,2023.0,9.0,26.0,15-02-2024,1195.9240394837448
539,2023.0,9.0,27.0,15-02-2024,1210.9421592547674
540,2023.0,9.0,28.0,15-02-2024,1276.0785071355197
541,2023.0,9.0,29.0,15-02-2024,1328.7507051781522
542,2023.0,9.0,30.0,15-02-2024,1382.4850054973683
543,2023.0,10.0,1.0,15-02-2024,1293.7082025620696
544,2023.0,10.0,2.0,15-02-2024,1277.0167926473787
545,2023.0,10.0,3.0,15-02-2024,1321.585115439705
546,2023.0,10.0,4.0,15-02-2024,1282.4379764642872
547,2023.0,10.0,5.0,15-02-2024,1419.547277700025
548,2023.0,10.0,6.0,15-02-2024,1473.862756308455
549,2023.0,10.0,7.0,15-02-2024,1441.1096030702038
550,2023.0,10.0,8.0,15-02-2024,1327.3392895065379
551,2023.0,10.0,9.0,15-02-2024,1380.5900053460434
552,2023.0,10.0,10.0,15-02-2024,1356.6622089763318
553,2023.0,10.0,11.0,15-02-2024,1327.4047857141989
554,2023.0,10.0,12.0,15-02-2024,1447.2310462974895
555,2023.0,10.0,13.0,15-02-2024,1497.701482665795
556,2023.0,10.0,14.0,15-02-2024,1488.8851488025996
557,2023.0,10.0,15.0,15-02-2024,1318.7310254460288
558,2023.0,10.0,16.0,15-02-2024,1365.9466119926271
559,2023.0,10.0,17.0,15-02-2024,1210.830994775776
560,2023.0,10.0,18.0,15-02-2024,1232.317463673717
561,2023.0,10.0,19.0,15-02-2024,1319.1956937689845
562,2023.0,10.0,20.0,15-02-2024,1537.5518269708018
563,2023.0,10.0,21.0,15-02-2024,1639.1302375555706
564,2023.0,10.0,22.0,15-02-2024,1749.3351400913054
565,2023.0,10.0,23.0,15-02-2024,1682.1879334051796
566,2023.0,10.0,24.0,15-02-2024,1743.7801664124484
567,2023.0,10.0,25.0,15-02-2024,1707.4020629714926
568,2023.0,10.0,26.0,15-02-2024,1772.2748472413318
569,2023.0,10.0,27.0,15-02-2024,1763.8589644883557
570,2023.0,10.0,28.0,15-02-2024,1701.801518887567
571,2023.0,10.0,29.0,15-02-2024,1815.5617865041022
572,2023.0,10.0,30.0,15-02-2024,1729.0808428209505
573,2023.0,10.0,31.0,15-02-2024,1732.192966482128
574,2023.0,11.0,1.0,15-02-2024,1716.5148517292628
575,2023.0,11.0,2.0,15-02-2024,1710.8302147277132
576,2023.0,11.0,3.0,15-02-2024,1696.2576361598517
577,2023.0,11.0,4.0,15-02-2024,1557.7269206244557
578,2023.0,11.0,5.0,15-02-2024,1326.6579810166863
579,2023.0,11.0,6.0,15-02-2024,1341.8928412848913
580,2023.0,11.0,7.0,15-02-2024,1291.5333411533188
581,2023.0,11.0,8.0,15-02-2024,1381.2155055598237
582,2023.0,11.0,9.0,15-02-2024,1402.4039614523415
583,2023.0,11.0,10.0,15-02-2024,1400.7094877695447
584,2023.0,11.0,11.0,15-02-2024,1413.8782982029938
585,2023.0,11.0,12.0,15-02-2024,1458.5937437657285
586,2023.0,11.0,13.0,15-02-2024,1457.759422480577
587,2023.0,11.0,14.0,15-02-2024,1512.642810573255
588,2023.0,11.0,15.0,15-02-2024,1522.361153137992
589,2023.0,11.0,16.0,15-02-2024,1492.4702331244525
590,2023.0,11.0,17.0,15-02-2024,1588.7292990695205
591,2023.0,11.0,18.0,15-02-2024,1524.6053037661304
592,2023.0,11.0,19.0,15-02-2024,1518.3670546553494
593,2023.0,11.0,20.0,15-02-2024,1505.213943565347
594,2023.0,11.0,21.0,15-02-2024,1436.817999643774
595,2023.0,11.0,22.0,15-02-2024,1388.5551358899854
596,2023.0,11.0,23.0,15-02-2024,1428.7691721433143
597,2023.0,11.0,24.0,15-02-2024,1487.9373267160354
598,2023.0,11.0,25.0,15-02-2024,1376.2251232218143
599,2023.0,11.0,26.0,15-02-2024,1398.096244986801
600,2023.0,11.0,27.0,15-02-2024,1271.433342854185
601,2023.0,11.0,28.0,15-02-2024,1291.1160598207964
602,2023.0,11.0,29.0,15-02-2024,1268.8815774913762
603,2023.0,11.0,30.0,15-02-2024,1252.9156416047324
604,2023.0,12.0,1.0,15-02-2024,1247.5958964891488
605,2023.0,12.0,2.0,15-02-2024,1364.0145611406522
606,2023.0,12.0,3.0,15-02-2024,1358.8326956087922
607,2023.0,12.0,4.0,15-02-2024,1302.7248914629117
608,2023.0,12.0,5.0,15-02-2024,1347.2197725599403
609,2023.0,12.0,6.0,15-02-2024,1428.851487389299
610,2023.0,12.0,7.0,15-02-2024,1465.8074737116203
611,2023.0,12.0,8.0,15-02-2024,1416.4064504370615
612,2023.0,12.0,9.0,15-02-2024,1305.1007408628682
613,2023.0,12.0,10.0,15-02-2024,1189.7298903224516
614,2023.0,12.0,11.0,15-02-2024,1221.5845353670968
615,2023.0,12.0,12.0,15-02-2024,1123.70558291042
616,2023.0,12.0,13.0,15-02-2024,1179.0508003459456
617,2023.0,12.0,14.0,15-02-2024,1290.4397844610069
618,2023.0,12.0,15.0,15-02-2024,1216.4580406489931
619,2023.0,12.0,16.0,15-02-2024,1239.5781220046604
620,2023.0,12.0,17.0,15-02-2024,1223.462357247075
621,2023.0,12.0,18.0,15-02-2024,1123.2922229250842
622,2023.0,12.0,19.0,15-02-2024,1215.831211132462
623,2023.0,12.0,20.0,15-02-2024,1057.5948682236158
624,2023.0,12.0,21.0,15-02-2024,1136.8925641052003
625,2023.0,12.0,22.0,15-02-2024,1194.3228635520315
626,2023.0,12.0,23.0,15-02-2024,1277.4988793245923
627,2023.0,12.0,24.0,15-02-2024,1408.6155037995113
628,2023.0,12.0,25.0,15-02-2024,1311.3418792329292
629,2023.0,12.0,26.0,15-02-2024,1273.635686729472
630,2023.0,12.0,27.0,15-02-2024,1345.3666826389665
631,2023.0,12.0,28.0,15-02-2024,1574.9229161216938
632,2023.0,12.0,29.0,15-02-2024,1542.8110295791862
633,2023.0,12.0,30.0,15-02-2024,1549.390739669749
634,2023.0,12.0,31.0,15-02-2024,1442.0398675375905
635,2024.0,1.0,1.0,15-02-2024,1529.2657608950049
636,2024.0,1.0,2.0,15-02-2024,1476.2826070126564
637,2024.0,1.0,3.0,15-02-2024,1431.9245914707828
638,2024.0,1.0,4.0,15-02-2024,1492.1920089434154
639,2024.0,1.0,5.0,15-02-2024,1468.9605422143945
640,2024.0,1.0,6.0,15-02-2024,1366.3395200474702
641,2024.0,1.0,7.0,15-02-2024,1300.1562383344065
642,2024.0,1.0,8.0,15-02-2024,1354.7608046329124
643,2024.0,1.0,9.0,15-02-2024,1283.302279162176
644,2024.0,1.0,10.0,15-02-2024,1268.277966755114
645,2024.0,1.0,11.0,15-02-2024,1324.7455487998013
646,2024.0,1.0,12.0,15-02-2024,1304.3591052394006
647,2024.0,1.0,13.0,15-02-2024,1218.4630926625025
648,2024.0,1.0,14.0,15-02-2024,1253.6865044673877
649,2024.0,1.0,15.0,15-02-2024,1340.4280483187454
650,2024.0,1.0,16.0,15-02-2024,1329.1390134514663
651,2024.0,1.0,17.0,15-02-2024,1280.9542576029419
652,2024.0,1.0,18.0,15-02-2024,1339.4305629433916
653,2024.0,1.0,19.0,15-02-2024,1340.1991669519318
654,2024.0,1.0,20.0,15-02-2024,1430.2679479153721
655,2024.0,1.0,21.0,15-02-2024,1419.29600459897
656,2024.0,1.0,22.0,15-02-2024,1419.4827115368207
657,2024.0,1.0,23.0,15-02-2024,1350.5914478854504
658,2024.0,1.0,24.0,15-02-2024,1403.7144109115407
659,2024.0,1.0,25.0,15-02-2024,1408.0920541912812
660,2024.0,1.0,26.0,15-02-2024,1374.8986477073752
661,2024.0,1.0,27.0,15-02-2024,1353.1717291184077
662,2024.0,1.0,28.0,15-02-2024,1411.3722134331974
663,2024.0,1.0,29.0,15-02-2024,1447.3139643237866
664,2024.0,1.0,30.0,15-02-2024,1356.0644382742214
665,2024.0,1.0,31.0,15-02-2024,1389.464961345427
666,2024.0,2.0,1.0,15-02-2024,1349.7008252921141
667,2024.0,2.0,2.0,15-02-2024,1328.9150853274448
668,2024.0,2.0,3.0,15-02-2024,1268.7523148215691
669,2024.0,2.0,4.0,15-02-2024,1339.0489035736734
670,2024.0,2.0,5.0,15-02-2024,1296.8543084569712
671,2024.0,2.0,6.0,15-02-2024,1162.1627349841538
672,2024.0,2.0,7.0,15-02-2024,1191.63217502728
673,2024.0,2.0,8.0,15-02-2024,1331.0657940773299
674,2024.0,2.0,9.0,15-02-2024,1490.9256439780956
675,2024.0,2.0,10.0,15-02-2024,1482.996783366372
676,2024.0,2.0,11.0,15-02-2024,1497.6834320050455
677,2024.0,2.0,12.0,15-02-2024,1629.252020009328
678,2024.0,2.0,13.0,15-02-2024,1637.056473431838
679,2024.0,2.0,14.0,15-02-2024,1545.2686418864052
680,2024.0,2.0,15.0,15-02-2024,1516.448191677058
681,2024.0,2.0,16.0,15-02-2024,1540.1691296009772
682,2024.0,2.0,17.0,15-02-2024,1499.2391215454545
683,2024.0,2.0,18.0,15-02-2024,1407.5736390744753
684,2024.0,2.0,19.0,15-02-2024,1314.2337329356008
685,2024.0,2.0,20.0,15-02-2024,1568.4728649321878
686,2024.0,2.0,21.0,15-02-2024,1551.937272390246
687,2024.0,2.0,22.0,15-02-2024,1494.2807043490295
688,2024.0,2.0,23.0,15-02-2024,1501.1885490172335
689,2024.0,2.0,24.0,15-02-2024,1416.9300116489428
690,2024.0,2.0,25.0,15-02-2024,1358.3448896698828
691,2024.0,2.0,26.0,15-02-2024,1407.1281658972484
692,2024.0,2.0,27.0,15-02-2024,1311.1589258793986
693,2024.0,2.0,28.0,15-02-2024,1436.40831254991
694,2024.0,2.0,29.0,15-02-2024,1407.4331640655448
695,2024.0,3.0,1.0,15-02-2024,1450.0727656467807
696,2024.0,3.0,2.0,15-02-2024,1529.9739165618566
697,2024.0,3.0,3.0,15-02-2024,1401.0663006934456
698,2024.0,3.0,4.0,15-02-2024,1399.0442142121253
699,2024.0,3.0,5.0,15-02-2024,1494.2608490410844
700,2024.0,3.0,6.0,15-02-2024,1433.6207450423528
701,2024.0,3.0,7.0,15-02-2024,1464.1215571834907
702,2024.0,3.0,8.0,15-02-2024,1511.949649157458
703,2024.0,3.0,9.0,15-02-2024,1368.2487486488214
704,2024.0,3.0,10.0,15-02-2024,1375.7321854491079
705,2024.0,3.0,11.0,15-02-2024,1347.3677800449427
706,2024.0,3.0,12.0,15-02-2024,1373.9846606373042
707,2024.0,3.0,13.0,15-02-2024,1374.9450268140822
708,2024.0,3.0,14.0,15-02-2024,1402.1675247943097
709,2024.0,3.0,15.0,15-02-2024,1384.0079551767294
710,2024.0,3.0,16.0,15-02-2024,1324.3117732841006
711,2024.0,3.0,17.0,15-02-2024,1240.897330194126
712,2024.0,3.0,18.0,15-02-2024,1216.6561851297329
713,2024.0,3.0,19.0,15-02-2024,1134.2531022257458
714,2024.0,3.0,20.0,15-02-2024,1097.3058830694063
715,2024.0,3.0,21.0,15-02-2024,1021.8982947556914
716,2024.0,3.0,22.0,15-02-2024,971.8158144746644
717,2024.0,3.0,23.0,15-02-2024,950.6790147271188
718,2024.0,3.0,24.0,15-02-2024,881.9197616576952
719,2024.0,3.0,25.0,15-02-2024,957.0522982794973
720,2024.0,3.0,26.0,15-02-2024,986.3551193900648
721,2024.0,3.0,27.0,15-02-2024,1048.8702432520251
722,2024.0,3.0,28.0,15-02-2024,1251.1742143205386
723,2024.0,3.0,29.0,15-02-2024,1373.374301528788
724,2024.0,3.0,30.0,15-02-2024,1406.0200928659758
725,2024.0,3.0,31.0,15-02-2024,1361.1329548280003
726,2024.0,4.0,1.0,15-02-2024,1421.5270324755218
727,2024.0,4.0,2.0,15-02-2024,1371.217706893848
728,2024.0,4.0,3.0,15-02-2024,1435.989594333245
729,2024.0,4.0,4.0,15-02-2024,1452.3244219956507
730,2024.0,4.0,5.0,15-02-2024,1548.6376799477023
731,2024.0,4.0,6.0,15-02-2024,1387.015271622917
732,2024.0,4.0,7.0,15-02-2024,1227.5226702356638
733,2024.0,4.0,8.0,15-02-2024,1339.2136986658804
734,2024.0,4.0,9.0,15-02-2024,1308.7765385825182
735,2024.0,4.0,10.0,15-02-2024,1135.096666727461
736,2024.0,4.0,11.0,15-02-2024,1164.218185703148
737,2024.0,4.0,12.0,15-02-2024,1178.8051231670588
738,2024.0,4.0,13.0,15-02-2024,1265.1905425420568
739,2024.0,4.0,14.0,15-02-2024,1289.7962299885116
740,2024.0,4.0,15.0,15-02-2024,1178.313190926667
741,2024.0,4.0,16.0,15-02-2024,1066.8882639127003
742,2024.0,4.0,17.0,15-02-2024,1031.4919331814456
743,2024.0,4.0,18.0,15-02-2024,984.219635276886
744,2024.0,4.0,19.0,15-02-2024,898.1902964398517
745,2024.0,4.0,20.0,15-02-2024,772.7009578650652
746,2024.0,4.0,21.0,15-02-2024,811.7593913418865
747,2024.0,4.0,22.0,15-02-2024,814.6269675994952
748,2024.0,4.0,23.0,15-02-2024,765.0701302744313
749,2024.0,4.0,24.0,15-02-2024,845.1819234445516
750,2024.0,4.0,25.0,15-02-2024,695.9312809492909
751,2024.0,4.0,26.0,15-02-2024,673.0759000067476
752,2024.0,4.0,27.0,15-02-2024,796.4054483890673
753,2024.0,4.0,28.0,15-02-2024,667.7094377405467
754,2024.0,4.0,29.0,15-02-2024,685.3535824754426
755,2024.0,4.0,30.0,15-02-2024,685.6123216906192
756,2024.0,5.0,1.0,15-02-2024,696.284656140948
757,2024.0,5.0,2.0,15-02-2024,737.9650282175803
758,2024.0,5.0,3.0,15-02-2024,724.7387380009474
759,2024.0,5.0,4.0,15-02-2024,602.7348708639538
760,2024.0,5.0,5.0,15-02-2024,547.2677912656848
761,2024.0,5.0,6.0,15-02-2024,476.2598301513824
762,2024.0,5.0,7.0,15-02-2024,584.7122920952279
763,2024.0,5.0,8.0,15-02-2024,520.4337812312443
764,2024.0,5.0,9.0,15-02-2024,562.5422863711465
765,2024.0,5.0,10.0,15-02-2024,476.62026319625403
766,2024.0,5.0,11.0,15-02-2024,467.8381310506565
767,2024.0,5.0,12.0,15-02-2024,420.7712418674648
768,2024.0,5.0,13.0,15-02-2024,390.9551012705027
769,2024.0,5.0,14.0,15-02-2024,401.81317651798355
770,2024.0,5.0,15.0,15-02-2024,402.2236002600099
771,2024.0,5.0,16.0,15-02-2024,375.25102416198985
772,2024.0,5.0,17.0,15-02-2024,399.5167021597517
773,2024.0,5.0,18.0,15-02-2024,406.70324274855534
774,2024.0,5.0,19.0,15-02-2024,339.0626273785856
775,2024.0,5.0,20.0,15-02-2024,329.96622390968764
776,2024.0,5.0,21.0,15-02-2024,304.68076680684175
777,2024.0,5.0,22.0,15-02-2024,267.87437379706665
778,2024.0,5.0,23.0,15-02-2024,269.3972569288568
779,2024.0,5.0,24.0,15-02-2024,286.12444337706705
780,2024.0,5.0,25.0,15-02-2024,370.8702102776843
781,2024.0,5.0,26.0,15-02-2024,351.65954548735124
782,2024.0,5.0,27.0,15-02-2024,341.9877956464037
783,2024.0,5.0,28.0,15-02-2024,283.1778114794973
784,2024.0,5.0,29.0,15-02-2024,315.14046304565295
785,2024.0,5.0,30.0,15-02-2024,268.5344474466548
786,2024.0,5.0,31.0,15-02-2024,304.0346896904958
787,2024.0,6.0,1.0,15-02-2024,313.1616313077574
788,2024.0,6.0,2.0,15-02-2024,241.89318717306153
789,2024.0,6.0,3.0,15-02-2024,275.8874001954833
790,2024.0,6.0,4.0,15-02-2024,326.5901845044522
791,2024.0,6.0,5.0,15-02-2024,380.7671360866775
792,2024.0,6.0,6.0,15-02-2024,290.8356726230812
793,2024.0,6.0,7.0,15-02-2024,370.63015387454465
794,2024.0,6.0,8.0,15-02-2024,309.77732753262734
795,2024.0,6.0,9.0,15-02-2024,382.76039988286794
796,2024.0,6.0,10.0,15-02-2024,402.00565990519925
797,2024.0,6.0,11.0,15-02-2024,288.85871001624014
798,2024.0,6.0,12.0,15-02-2024,303.6869145472527
799,2024.0,6.0,13.0,15-02-2024,284.13630837540717
800,2024.0,6.0,14.0,15-02-2024,231.60349920838144
801,2024.0,6.0,15.0,15-02-2024,214.3736761037574
802,2024.0,6.0,16.0,15-02-2024,227.2624182727659
803,2024.0,6.0,17.0,15-02-2024,239.1897603249754
804,2024.0,6.0,18.0,15-02-2024,292.9126109217418
805,2024.0,6.0,19.0,15-02-2024,259.53544141635393
806,2024.0,6.0,20.0,15-02-2024,205.36658925533314
807,2024.0,6.0,21.0,15-02-2024,218.68039518945687
808,2024.0,6.0,22.0,15-02-2024,264.3900937412022
809,2024.0,6.0,23.0,15-02-2024,251.27520301889285
810,2024.0,6.0,24.0,15-02-2024,252.70388516803993
811,2024.0,6.0,25.0,15-02-2024,248.40717977973006
812,2024.0,6.0,26.0,15-02-2024,270.62906019526883
813,2024.0,6.0,27.0,15-02-2024,330.462950985012
814,2024.0,6.0,28.0,15-02-2024,323.9782466844576
815,2024.0,6.0,29.0,15-02-2024,417.12405115876606
816,2024.0,6.0,30.0,15-02-2024,379.4072827479205
817,2024.0,7.0,1.0,15-02-2024,464.767010729895
818,2024.0,7.0,2.0,15-02-2024,423.56061403757906
819,2024.0,7.0,3.0,15-02-2024,434.6323880854501
820,2024.0,7.0,4.0,15-02-2024,377.1644286233507
821,2024.0,7.0,5.0,15-02-2024,340.99138115375933
822,2024.0,7.0,6.0,15-02-2024,367.7603149271515
823,2024.0,7.0,7.0,15-02-2024,402.35114850981137
824,2024.0,7.0,8.0,15-02-2024,433.0087044085173
825,2024.0,7.0,9.0,15-02-2024,318.9298252030501
826,2024.0,7.0,10.0,15-02-2024,283.52732231876547
827,2024.0,7.0,11.0,15-02-2024,253.59315681779995
828,2024.0,7.0,12.0,15-02-2024,314.824846631434
829,2024.0,7.0,13.0,15-02-2024,260.70948923715224
830,2024.0,7.0,14.0,15-02-2024,218.0233376714241
831,2024.0,7.0,15.0,15-02-2024,222.22021424470577
832,2024.0,7.0,16.0,15-02-2024,229.80324315396658
833,2024.0,7.0,17.0,15-02-2024,258.9002127118979
834,2024.0,7.0,18.0,15-02-2024,235.8526965950404
835,2024.0,7.0,19.0,15-02-2024,255.4256745220032
836,2024.0,7.0,20.0,15-02-2024,299.37288915487204
837,2024.0,7.0,21.0,15-02-2024,323.75833752928907
838,2024.0,7.0,22.0,15-02-2024,311.71456219417433
839,2024.0,7.0,23.0,15-02-2024,304.8385727959211
840,2024.0,7.0,24.0,15-02-2024,284.5366385939708
841,2024.0,7.0,25.0,15-02-2024,347.58662585669913
842,2024.0,7.0,26.0,15-02-2024,337.31243367386753
843,2024.0,7.0,27.0,15-02-2024,276.6775738463617
844,2024.0,7.0,28.0,15-02-2024,287.7109366492341
845,2024.0,7.0,29.0,15-02-2024,245.36660614694227
846,2024.0,7.0,30.0,15-02-2024,222.59104578532674
847,2024.0,7.0,31.0,15-02-2024,241.1311454783067
848,2024.0,8.0,1.0,15-02-2024,333.42745496644045
849,2024.0,8.0,2.0,15-02-2024,392.61170651602106
850,2024.0,8.0,3.0,15-02-2024,367.0560599054186
851,2024.0,8.0,4.0,15-02-2024,381.2866328164506
852,2024.0,8.0,5.0,15-02-2024,420.8760460288876
853,2024.0,8.0,6.0,15-02-2024,373.3219566464181
854,2024.0,8.0,7.0,15-02-2024,440.31666932473394
855,2024.0,8.0,8.0,15-02-2024,398.9845298306189
856,2024.0,8.0,9.0,15-02-2024,366.8555766618404
857,2024.0,8.0,10.0,15-02-2024,384.16356735069434
858,2024.0,8.0,11.0,15-02-2024,476.31255518564313
859,2024.0,8.0,12.0,15-02-2024,490.7407143718218
860,2024.0,8.0,13.0,15-02-2024,415.9517462141008
861,2024.0,8.0,14.0,15-02-2024,395.24424966924306
862,2024.0,8.0,15.0,15-02-2024,331.9097524219592
863,2024.0,8.0,16.0,15-02-2024,299.5403774367131
864,2024.0,8.0,17.0,15-02-2024,155.83882057247405
865,2024.0,8.0,18.0,15-02-2024,203.70497646961516
866,2024.0,8.0,19.0,15-02-2024,213.98576345309715
867,2024.0,8.0,20.0,15-02-2024,256.1024534584541
868,2024.0,8.0,21.0,15-02-2024,198.66031683897592
869,2024.0,8.0,22.0,15-02-2024,168.9889737398983
870,2024.0,8.0,23.0,15-02-2024,212.80288486155257
871,2024.0,8.0,24.0,15-02-2024,184.6521969601534
872,2024.0,8.0,25.0,15-02-2024,207.40514812610897
873,2024.0,8.0,26.0,15-02-2024,174.13420448732188
874,2024.0,8.0,27.0,15-02-2024,118.57737771345276
875,2024.0,8.0,28.0,15-02-2024,170.79809288000857
876,2024.0,8.0,29.0,15-02-2024,166.38802553136858
877,2024.0,8.0,30.0,15-02-2024,80.27871211484074
878,2024.0,8.0,31.0,15-02-2024,82.91809501263873
879,2024.0,9.0,1.0,15-02-2024,118.36729581672571
880,2024.0,9.0,2.0,15-02-2024,122.11978558296066
881,2024.0,9.0,3.0,15-02-2024,116.48612044275262
882,2024.0,9.0,4.0,15-02-2024,188.82732940028876
883,2024.0,9.0,5.0,15-02-2024,170.4616260410043
884,2024.0,9.0,6.0,15-02-2024,222.7324807359902
885,2024.0,9.0,7.0,15-02-2024,264.579767637896
886,2024.0,9.0,8.0,15-02-2024,276.65261274243716
887,2024.0,9.0,9.0,15-02-2024,295.46485025477574
888,2024.0,9.0,10.0,15-02-2024,321.5240769252242
889,2024.0,9.0,11.0,15-02-2024,329.0230890725577
890,2024.0,9.0,12.0,15-02-2024,336.4921830986594
891,2024.0,9.0,13.0,15-02-2024,379.8517499489095
892,2024.0,9.0,14.0,15-02-2024,324.17821167129813
893,2024.0,9.0,15.0,15-02-2024,258.9900744231798
894,2024.0,9.0,16.0,15-02-2024,283.12044180442956
895,2024.0,9.0,17.0,15-02-2024,332.7869412140021
896,2024.0,9.0,18.0,15-02-2024,343.33374479661245
897,2024.0,9.0,19.0,15-02-2024,307.78413976227
898,2024.0,9.0,20.0,15-02-2024,380.75360434589123
899,2024.0,9.0,21.0,15-02-2024,282.3260134510925
900,2024.0,9.0,22.0,15-02-2024,302.78853261567815
901,2024.0,9.0,23.0,15-02-2024,276.98404505264716
902,2024.0,9.0,24.0,15-02-2024,279.00186782962106
903,2024.0,9.0,25.0,15-02-2024,331.38113285868246
904,2024.0,9.0,26.0,15-02-2024,282.37252569005096
905,2024.0,9.0,27.0,15-02-2024,256.6897873482999
906,2024.0,9.0,28.0,15-02-2024,198.5343027366371
907,2024.0,9.0,29.0,15-02-2024,271.5571894638566
908,2024.0,9.0,30.0,15-02-2024,205.90955343921132
